session_id,date,subject,subject_b,device_mode,metric,electrode,roles,run,trial_idx,a_state,b_state,b_direction,speed_intent,steer_intent,steer_direction,is_blink,latency_ms,mean_alpha,mean_tbr,mean_ei,blink_count
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,10,attention,rest,left,0.713642,0.645661,1,0,0.775878,80.808292,1.230796,0.739793,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,11,rest,rest,left,0.0,0.5,1,0,0.750585,81021.211658,6.522911,0.390927,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,12,attention,rest,left,0.608038,0.560743,1,0,0.7489,21.302052,2.080722,0.45487,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,13,rest,rest,left,0.0,0.5,1,0,0.73765,314.702142,8.00032,0.232839,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,14,attention,rest,left,0.573028,0.611848,1,0,0.733525,41.204328,3.391513,0.406429,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,15,rest,rest,left,0.0,0.5,1,0,0.756075,295.345546,5.201537,0.652898,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,16,attention,rest,left,0.457054,0.535909,1,0,0.68015,30.535338,2.617651,0.379528,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,17,rest,rest,left,0.016455,0.5,1,0,0.743025,168.974469,3.527286,0.404767,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,18,attention,rest,left,0.403871,0.574898,1,0,0.712525,3374.962631,1.345068,0.605125,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,19,rest,rest,left,0.013125,0.5,1,0,0.735488,426.889655,7.029063,0.264105,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,0,attention,rest,left,0.261394,0.530985,1,0,0.720659,50.010659,2.147822,0.737604,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,1,rest,rest,left,0.008541,0.5,1,0,0.76485,591535.307824,6.137691,0.233035,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,2,attention,rest,left,0.287319,0.511572,1,0,0.68555,90.246946,1.919239,0.488565,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,3,rest,rest,left,0.130762,0.504892,1,0,0.71239,8369.356478,3.835911,0.600893,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,4,attention,rest,left,0.057186,0.505128,1,0,0.718725,747.642405,25.617318,0.429811,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,5,rest,rest,left,0.000483,0.5,1,0,0.746561,2301.54588,11.228928,0.170597,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,6,attention,rest,left,0.327107,0.537445,1,0,0.723146,11530.291997,1.952111,0.567006,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,7,rest,rest,left,0.0012,0.5,1,0,0.74665,337.496256,6.202931,0.251557,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,8,attention,rest,left,0.513502,0.55008,1,0,0.705825,131.10705,1.413652,0.655149,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,9,rest,rest,left,0.092064,0.503206,1,0,0.822325,19398.998535,4.466543,0.589109,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,10,attention,rest,left,0.416531,0.530564,1,0,0.692146,29922.971041,3.013577,0.765089,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,11,rest,rest,left,0.000973,0.5,1,0,0.71895,10247.8603,8.279161,0.195941,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,12,attention,rest,left,0.387302,0.525628,1,0,0.69161,63.675028,1.66529,0.494218,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,13,rest,rest,left,0.049916,0.504908,1,0,0.74015,288781.112254,7.091093,0.495484,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,14,attention,rest,left,0.426838,0.536342,1,0,0.7302,1135.416539,1.584571,0.810142,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,15,rest,rest,left,0.001083,0.5,1,0,0.737125,37045.996667,7.892833,0.318832,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,16,attention,rest,left,0.276457,0.506184,1,0,0.697775,4438.907336,1.849958,0.461218,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,17,rest,rest,left,0.0,0.5,1,0,0.737585,1176.719503,11.767198,0.134496,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,18,attention,rest,left,0.276304,0.511986,1,0,0.7448,55.236503,1.951207,0.460292,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,19,rest,rest,left,0.004676,0.5,1,0,0.793625,1494.329371,4.945334,0.486364,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,0,attention,rest,left,0.147008,0.52439,1,0,0.674073,20.71311,2.607199,0.54199,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,1,rest,rest,left,0.054373,0.504898,1,0,0.747925,20745.646004,7.724334,0.251665,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,2,attention,rest,left,0.613405,0.633545,1,0,0.6943,9166.626703,1.561733,0.836274,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,3,rest,rest,left,0.014315,0.5,1,0,0.749475,693.946647,5.938832,0.274499,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,4,attention,rest,left,0.659067,0.653454,1,0,0.703875,37.295538,1.222817,1.096972,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,5,rest,rest,left,0.025386,0.5,1,0,0.764925,2058.935397,4.852225,0.311224,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,6,attention,rest,left,0.041053,0.5,1,0,0.763025,57.627706,2.318895,0.378959,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,7,rest,rest,left,0.0,0.5,1,0,0.774439,336.70216,10.062021,0.215572,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,8,attention,rest,left,0.094892,0.50718,1,0,0.85065,14.381514,2.340352,0.40062,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,9,rest,rest,left,0.015952,0.5,1,0,0.787875,689.451713,4.396636,0.297253,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,10,attention,rest,left,0.072733,0.5,1,0,0.770475,13.858164,1.785318,0.42742,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,11,rest,rest,left,0.18774,0.534475,1,0,0.810775,1382.180358,5.25902,0.391917,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,12,attention,rest,left,0.53066,0.623171,1,0,0.7074,24.74287,2.854336,0.789932,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,13,rest,rest,left,0.073159,0.508151,1,0,0.729829,228.323154,5.948781,0.311262,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,14,attention,rest,left,0.34535,0.529254,1,0,0.71695,15.54752,1.453234,0.534174,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,15,rest,rest,left,0.002927,0.5,1,0,0.786725,48.039578,5.719249,0.258685,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,16,attention,rest,left,0.107141,0.501115,1,0,0.7448,25.619011,2.176451,0.42147,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,17,rest,rest,left,0.00773,0.5,1,0,0.813902,44.701916,3.876196,0.278283,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,18,attention,rest,left,0.144405,0.502374,1,0,0.751425,62.983195,3.612755,0.437533,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,19,rest,rest,left,0.185528,0.522709,1,0,0.760707,28.329216,2.89822,0.459358,0.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,0,rest,attention,left,0.669785,0.641888,-1,0,0.797698,29.629155,3.413838,0.287949,0.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,1,rest,rest,right,0.0,0.5,1,1,0.80441,1177.884507,15.016115,0.333844,5.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,2,rest,attention,right,0.875748,0.675921,1,1,0.762158,4336.335694,2.093779,0.369486,2.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,3,rest,rest,left,0.096803,0.500675,1,1,0.785513,1201.891362,5.801116,0.256995,5.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,4,rest,attention,left,0.99912,0.74956,-1,0,0.752357,12.220353,2.155135,0.438529,0.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,5,rest,rest,right,0.032365,0.5,-1,1,0.764051,431.852707,7.030501,0.176416,5.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,6,rest,attention,right,0.082262,0.512306,1,1,0.771974,27985.234905,4.304669,0.408997,4.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,7,rest,rest,left,0.0,0.5,1,1,0.803683,238196.553909,28.689174,0.149416,6.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,8,rest,attention,left,0.263921,0.530292,1,1,0.756163,698.526047,2.413679,0.586428,3.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,9,rest,rest,right,0.072687,0.504099,1,1,0.771282,1406.754239,6.075497,0.189271,3.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,10,rest,attention,right,0.56089,0.570871,1,1,0.733684,5911.011787,3.966686,0.462284,2.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,11,rest,rest,left,0.316011,0.513686,-1,1,0.734524,3966.797205,5.415021,0.236929,5.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,12,rest,attention,left,0.38039,0.568958,-1,1,0.764349,633.805916,2.615028,0.441774,2.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,13,rest,rest,right,0.029805,0.5,1,1,0.767462,57279.996521,7.498308,0.185654,5.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,14,rest,attention,right,0.323257,0.524074,-1,1,0.798132,12314.19063,1.392794,0.602465,4.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,15,rest,rest,left,0.252095,0.519949,-1,1,0.800415,553.9973,4.457244,0.316563,5.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,16,rest,attention,left,0.438166,0.569584,-1,1,0.763535,9418.381119,6.684607,0.252669,2.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,17,rest,rest,right,0.450715,0.512715,-1,1,0.822744,570.68941,9.222377,0.15242,5.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,18,rest,attention,right,0.621694,0.562595,1,1,0.738842,3653.985411,2.363572,0.467229,2.0
W_s7_alpha_single_2026-08-18_1787041241,2026-08-18,W,,single,alpha,,steering,1,19,rest,rest,left,0.251236,0.501787,1,1,0.72655,871.737067,3.261733,0.280797,4.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,0,rest,attention,left,0.755225,0.583447,-1,1,0.715316,69.991427,1.22857,0.599138,2.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,1,rest,rest,right,0.0,0.5,-1,1,0.785977,53581.846927,52.454785,0.058361,7.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,2,rest,attention,right,0.11293,0.5,-1,1,0.772791,27375.231545,3.331426,0.310109,2.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,3,rest,rest,left,0.376954,0.51453,-1,1,0.813079,1365.628762,2.98016,0.764852,5.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,4,rest,attention,left,0.620386,0.59719,-1,0,0.767872,9.937699,1.548473,0.543398,0.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,5,rest,rest,right,0.433454,0.555008,1,1,0.713442,4361.76353,6.777383,0.604111,5.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,6,rest,attention,right,0.5437,0.542808,1,1,0.803286,1870.871729,1.662208,0.50068,2.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,7,rest,rest,left,0.184022,0.500519,1,1,0.810436,2542.158032,10.201992,0.54701,4.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,8,rest,attention,left,0.087246,0.502171,-1,1,0.760308,13478.887195,2.491966,0.348223,3.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,9,rest,rest,right,0.338957,0.515653,1,1,0.752209,2196.728541,2.091268,0.626116,1.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,10,rest,attention,right,0.592844,0.555119,1,0,0.777095,90.7284,1.59695,0.477445,0.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,11,rest,rest,left,0.255954,0.517946,-1,1,0.824333,2116.168339,28.364675,0.831864,3.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,12,rest,attention,left,0.579745,0.541493,-1,1,0.785846,2613.018978,1.622814,0.543929,2.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,13,rest,rest,right,0.292095,0.509177,-1,1,0.762302,130.539332,2.512444,0.548852,2.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,14,rest,attention,right,0.116408,0.501701,1,1,0.758907,12.629249,2.702085,0.337677,1.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,15,rest,rest,left,0.255938,0.508616,-1,1,0.822077,913.148549,3.572227,0.346998,2.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,16,rest,attention,left,0.034516,0.5,-1,1,0.788868,17.653164,2.916799,0.271181,1.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,17,rest,rest,right,0.127578,0.504858,-1,1,0.752023,146.032642,3.307653,0.398717,1.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,18,rest,attention,right,0.668613,0.587205,1,1,0.78786,71.424339,1.374189,0.553734,1.0
W_s8_tbr_single_2026-08-18_1787042889,2026-08-18,W,,single,tbr,,steering,1,19,rest,rest,left,0.053478,0.5,1,1,0.765923,6549.199312,5.452686,0.289601,6.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,0,rest,attention,left,0.702174,0.562681,1,1,0.791974,1200.078778,1.928989,0.565595,3.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,1,rest,rest,right,0.421205,0.505556,1,1,0.737256,28032.446952,10.153495,0.391766,4.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,2,rest,attention,right,0.368444,0.5,1,1,0.747079,310.967532,2.341081,0.339761,1.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,3,rest,rest,left,0.709259,0.562538,1,1,0.793526,230.020656,2.203914,0.627488,2.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,4,rest,attention,left,0.487344,0.510464,-1,1,0.752643,67.751024,1.541435,0.471636,1.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,5,rest,rest,right,0.381629,0.501888,1,1,0.778116,1427.722882,2.607411,0.359002,3.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,6,rest,attention,right,0.331001,0.504585,1,1,0.796658,17.784278,3.372218,0.296126,2.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,7,rest,rest,left,0.445132,0.527318,1,1,0.757892,4085.798411,33.397776,0.405245,3.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,8,rest,attention,left,0.32196,0.5,-1,1,0.764837,1299.755737,2.796857,0.303707,4.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,9,rest,rest,right,0.376479,0.527094,-1,1,0.796643,1866.665005,3.410881,0.382181,2.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,10,rest,attention,right,0.413647,0.502607,1,1,0.820625,690.571903,1.824324,0.424161,1.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,11,rest,rest,left,0.499473,0.537008,-1,1,0.839425,12376.591321,1.873122,0.482646,1.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,12,rest,attention,left,0.454974,0.507266,-1,0,0.76985,1753.001331,2.003678,0.428622,0.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,13,rest,rest,right,0.548136,0.55965,-1,1,0.820415,3863.883482,2.679274,0.566318,1.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,14,rest,attention,right,0.529341,0.526879,1,0,0.806902,73.734198,1.6453,0.484542,0.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,15,rest,rest,left,0.287946,0.502624,1,1,0.785718,305.796765,5.579463,0.22581,5.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,16,rest,attention,left,0.360056,0.502775,-1,1,0.810775,229.385031,2.305997,0.354774,2.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,17,rest,rest,right,0.234123,0.5,1,1,0.82061,450.862739,8.734336,0.183713,5.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,18,rest,attention,right,0.557692,0.531734,1,1,0.814024,201.729187,1.650891,0.567307,2.0
W_s9_ei_single_2026-08-18_1787045325,2026-08-18,W,,single,ei,,steering,1,19,rest,rest,left,0.603664,0.525388,1,1,0.788923,5021.187042,2.019081,0.535738,2.0
